Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Y_8,Y_9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38,Y_39,Y_40,Y_41,Y_42,Y_43,Y_44,Y_45,Y_46,Y_47,Y_48,Y_49
0.74360967,1.0396674,-0.9493725,0.54600126,1.2667454,1.3101356,-0.6444613,0.42235816,-1.3072453,1.4433447,2.2485309,-1.3107226,-0.16551757,1.8125131,0.86569643,-0.45336112,0.17848732,0.95260286,1.3012841,0.6109544,-0.23889546,-4.659081,0.7371745,0.28990072,1.8645583,-0.7330222,-2.182549,2.3147714,-1.3824667,-1.401159,-0.06022489,0.52461666,-0.21204807,-0.36721322,-5.3681655,0.22638458,-0.82066184,-1.7809567,-1.1334108,-0.005519524,0.77343184,0.5323275,-0.28372768,-2.3476996,-0.7678667,-0.7341324,1.8133861,-0.82384264,-0.036718808,-0.35004482
0.75122976,1.022089,-0.5530211,0.25243026,0.8407029,1.5159359,-0.6172156,0.38341826,-2.8276706,1.2296034,1.8576474,-1.36285,-0.776944,1.7012676,-0.7808044,-0.8649481,0.44370806,0.9099802,1.6678662,-0.027503312,0.5661412,2.2715144,3.1224642,-1.9469118,1.8041855,-0.77520937,-2.3122926,2.2830658,-1.999737,-1.1936294,-0.35682446,1.1193577,-0.06901677,-0.08000153,-1.4908597,0.60195565,1.5205338,-2.282745,-0.12333715,0.116238914,-1.10151,-0.06149719,-0.8694917,-2.6876807,-0.92698234,-1.2409252,1.407449,-1.1167479,0.3883812,-1.2071965
0.9339553,1.1251473,0.060619235,0.2756937,1.2218132,2.3515005,-0.11420122,-0.70338225,-1.4887373,2.2275846,1.6816986,-1.4862423,0.48457664,1.7592835,1.9571416,-0.3313043,0.43413174,0.6754353,1.0327191,1.2113538,-0.41054213,-4.547914,-0.9472163,-1.1180854,1.7713634,-1.0146761,-2.4121513,-0.22126329,0.9583232,-0.8523228,-0.7308992,-2.145361,-0.45324865,-0.4076718,-3.1564784,0.64685214,1.799426,2.8803282,-1.2824798,0.3052213,1.0455668,0.4270222,-0.7755084,-1.9771322,-0.6351193,0.896183,1.0318369,-1.1539567,-0.004994184,-0.3028909
1.2018912,1.4857271,-1.1789715,-0.11884537,1.1353616,2.3438158,-0.25125116,-0.16001478,-1.6873143,2.1943626,1.5646625,-1.5447476,-0.5857155,1.5839688,2.4654346,-0.89522946,0.48069888,1.0134758,1.9609077,0.5241471,1.0305972,0.046862334,4.152619,1.0141401,1.7885201,-0.61588615,-2.6455011,0.81375766,-0.8498002,-1.0375605,-0.5814307,3.485136,-0.019029468,-0.36872527,-1.6091982,0.31200275,0.57595193,0.7205713,-1.4793994,0.24595843,1.3979361,-0.03757935,1.2334045,-1.9701736,-0.9880632,0.33090043,0.95145875,-0.96194845,-0.21786124,-0.56126255
1.0503109,1.1253576,-0.9181669,1.0544851,1.1261765,1.7057977,-1.3145497,-1.1708752,-0.33916616,1.497504,1.8636974,-1.419732,0.6409299,1.5992229,0.27102596,-0.4373324,0.0029310286,0.6190634,1.550858,0.4767998,-0.41830024,1.478607,2.2709067,-3.8624988,2.1279125,-0.7252984,-2.6504645,3.4587846,1.8641099,-0.98825085,0.19572657,2.1533546,-0.09571813,-0.32806784,-0.6094887,0.21267906,-2.396475,-2.739913,-1.7920929,0.4008134,1.6799525,0.70591664,-1.3870308,-0.8462116,-0.8197421,-0.28539,1.172533,-0.81874824,-0.09222406,-0.22649834
1.1016103,0.55933255,-0.36607307,0.67232865,1.1029269,2.07321,-0.04195687,-1.0418986,0.5213909,2.2876534,1.5138495,-1.5713584,-0.39647603,1.9156828,-0.5087005,-0.34562123,0.43113384,0.95370346,0.3806474,0.23334524,0.34192032,-5.5802307,0.11205149,0.34341842,1.2864628,-0.7206222,-2.1320643,1.3660603,-2.955787,-1.1219507,-1.1870365,0.52749604,-0.20598726,-0.28145877,-3.3143892,-0.1848099,-0.48450387,-0.8489597,-2.2486556,0.09456644,1.240152,0.81238043,0.20873964,-1.587633,-0.7265487,-0.8099988,1.4095635,-0.909323,-0.7311137,-0.377034
1.1024555,1.7615958,-0.60708976,0.50387764,1.1123273,1.8801948,-0.73496896,-1.2603191,-1.2548759,2.0678015,1.7385117,-1.5999327,-1.95222,1.8883296,3.6112964,-0.3631096,0.18696676,1.5964448,0.16407993,0.4968453,-0.31383333,0.49477786,1.537178,0.22306341,1.1538076,-0.7757635,-1.8789148,3.106271,-1.4665806,-1.1314847,-0.7041482,1.5803385,-0.27832186,-0.22812063,-0.730996,0.077853516,-0.14179112,0.3724233,-1.0805974,0.088425584,-2.2121239,0.41858172,-0.039133564,-1.7039942,-0.8509779,-0.86724615,1.0385795,-1.7988877,-0.52144647,-0.5239989
1.0962036,0.8813319,-0.12148866,0.062879324,0.8562307,1.9863684,-0.94355106,-0.66241467,-5.7380095,2.0202365,1.1167408,-1.4652251,0.5693627,1.8647645,0.4645098,-0.49476802,0.21563274,1.0623416,1.4765713,0.8607459,-1.2428052,2.679907,-2.7795167,0.70144004,1.5001907,-0.97846013,-0.92391914,1.1792547,-2.5216234,-0.86330473,-0.93528724,3.5027647,-0.20691773,-0.3206091,-4.359788,0.16312104,-0.24398895,-2.5883446,-1.1906108,0.1260117,-0.62222594,0.39846247,-0.22645013,-2.8316822,-0.68475735,-0.40139395,0.29141343,-1.3541713,-0.30541795,-0.11012617
0.92320013,0.06115344,-0.65051013,0.5489583,0.73430663,1.7584038,0.2761006,-0.64972824,-2.6000931,2.7200184,1.0530664,-1.3692639,-1.4089022,1.6445415,0.8651088,-0.49117696,0.47704768,0.41090587,0.23782375,1.4251962,-0.49184215,0.10051076,1.2116778,-2.5316024,1.3477215,-0.93562883,-2.053468,1.094769,0.59494096,-0.8791691,-0.62317866,-2.2389293,-0.33824086,-0.13011403,2.1049726,0.25363874,-0.19047052,-0.30283874,-0.1187886,-0.16557086,-4.965098,0.19439796,1.461562,-0.68698245,-0.7680057,-0.4059162,2.340662,-0.9897628,0.3377153,-1.0218239
1.2948673,0.10468367,-0.2728817,0.33511668,1.0990384,2.6476362,-0.0023589432,-1.0157053,-3.4877417,2.022692,1.9655074,-1.3027037,0.06481546,1.7933012,1.1566881,-0.55628306,-0.16468024,0.14698213,1.9158323,0.12263936,0.26835072,-0.22061996,1.845837,1.7936552,1.1388798,-0.6540786,-1.0064576,1.2810252,2.5738313,-1.2865465,-0.096705884,-0.5205462,-0.17119457,-0.28248334,4.6854515,0.3652761,0.15584481,-0.3680126,-1.5232205,0.120738566,1.0338227,0.089279205,2.2644398,-1.4974768,-0.743468,-1.9363471,1.0489892,-1.9644672,0.0113506615,-0.09403196
0.75022906,1.7190936,-0.40503532,0.086668074,1.101045,1.4794042,-0.5287937,1.3987334,-5.2123146,1.6876714,1.6285621,-1.5810051,-1.1703278,1.6975338,2.2483687,-0.15272969,-0.15828657,1.0716873,-0.09451759,0.958667,-0.17632426,-1.8682129,2.4459763,0.37387508,1.358857,-0.7634249,-1.7036825,1.4074309,1.3059504,-1.1021454,-0.32003576,1.0712302,-0.2375137,-0.3422829,10.286363,0.30224305,1.1446718,-3.783299,-0.6133548,0.30418447,2.2326794,0.56934476,1.9069504,-1.8290274,-0.743115,-0.028696649,1.0593146,-0.588024,0.33952367,-0.6208068
0.63516533,1.332336,-0.92221946,0.60558736,0.7079481,1.3706169,-0.88344735,-2.5945244,-3.8635974,1.8501724,1.7764977,-1.4320015,0.07433963,1.6246686,0.60285914,-0.5135844,0.3406495,0.8153862,1.3023479,0.73823124,-0.98855966,-4.312903,0.93552464,0.18873549,2.2116647,-0.9882417,-1.2757422,2.8882892,0.8166933,-0.8342064,-0.7595623,-2.4938335,-0.22777447,-0.4741534,-6.5760045,0.04700084,0.89266324,-1.6179756,-1.2050669,0.31285703,1.9474024,-0.6776159,-0.13114671,-0.37390256,-0.674711,-0.73621815,0.6470822,-0.8588199,0.016215384,-0.4292787
0.8988374,-1.2937864,-1.2575753,0.21842645,1.1008185,2.6104655,-0.46735328,1.3550152,-1.260082,1.911824,1.7055714,-1.3248607,-1.8628662,1.647086,1.0370395,-0.5269625,0.26323316,0.57505333,-2.1969826,0.7039648,-0.66677046,-1.7544422,0.73308814,2.9531877,2.390632,-0.8630474,-2.270129,2.5263965,2.2744768,-0.9430287,-0.7477587,2.5711489,-0.34041443,-0.24762537,-7.3432527,0.3179314,-0.24624708,-1.509843,-0.8752431,0.7207847,-3.5609865,0.31052458,-0.9965831,-2.1155615,-0.84557784,0.71687645,1.2367078,-0.4675687,-0.1338053,-0.6726533
0.71080554,-1.2230309,-0.7998959,0.8501396,1.0952911,2.51578,-0.7545527,-1.3464137,0.12247038,1.0836983,1.9641296,-1.4642538,-0.8220566,1.7083969,0.026587844,-0.6015742,0.28178412,1.5726123,-1.6795552,0.5538334,-0.9793283,1.2727857,-0.1327135,-5.228073,1.1666472,-0.70225215,-2.5354838,2.1328404,1.1431679,-0.81671226,-0.96663034,0.83577603,-0.23823392,-0.43268353,-5.213852,0.21400598,2.7923365,-1.6831604,-1.5020189,0.11421569,2.4535084,0.9241414,1.4841398,-2.5092897,-0.5655906,-1.0453938,0.6358924,-0.7634645,0.19805244,0.0032776594
1.0664346,1.4418863,-0.9075581,0.79024947,0.6453738,2.374527,-0.24230507,1.1573492,-2.4534407,1.9251624,1.6317861,-1.3936524,-1.4414054,1.7820191,0.83775955,-0.7745534,0.023496151,1.234051,-2.552442,-0.07704395,-0.9064176,7.0392704,-2.3541622,0.4884017,2.2786663,-0.9681468,-1.6173993,2.4301572,-0.3462211,-1.0745754,-0.43401018,2.528123,-0.032577142,-0.06344986,6.3508544,0.17874894,-1.0836406,-2.3583474,-0.8426229,-0.11746013,-3.496617,-0.13812396,-0.69934446,-1.3633739,-0.57384354,0.06639691,0.9781648,-1.8789326,-0.16667956,-0.8532812
0.9296506,0.60891277,-0.7592597,0.65493965,0.75762767,1.771654,-0.9761795,2.7991776,-2.4424014,2.0942233,1.5435394,-1.2730708,-0.5840328,2.055594,-0.18337703,-0.47718793,-0.008315027,0.9239691,2.450451,0.016714215,-0.16154984,-1.0939299,2.1128798,-1.3724236,1.6144946,-0.87640136,-1.6963273,0.52216357,-1.2724956,-0.75859296,-0.77552754,0.527795,-0.1020182,-0.55988115,-3.6526005,0.045591697,0.10906495,-0.5868714,-2.0444658,0.25087726,-2.592081,-0.00028702617,-1.1451308,-0.6645072,-0.6915937,-0.35530767,1.8374746,-2.3649719,-0.45566484,-0.29374552
0.9431904,0.06281495,0.08621663,0.6801717,0.9477805,1.6662948,-0.18258569,-0.6595949,-2.268652,1.666512,1.782649,-1.1346354,-0.5956108,1.5414523,-0.1613971,-0.35565802,0.30280483,1.4248806,1.254598,0.63789403,0.51175696,2.6211183,-0.74479353,-2.6294572,1.7792773,-0.7775857,-0.98552257,1.6160492,-1.7913016,-0.85579073,-0.73019385,-0.28958464,-0.19580686,-0.32650208,0.71654046,0.14856613,-1.1087161,-1.5673754,-2.145936,0.14017047,2.095014,-0.40705034,1.0319059,-1.2866405,-0.7012925,-0.1538719,1.692384,-1.0222046,-0.87691057,0.039434314
0.78998077,0.34191185,0.4036156,0.34411502,1.2986804,1.6131688,-0.5019527,-0.23972136,0.84785604,2.2772834,1.533309,-1.33863,-1.9279358,1.6612177,1.1338993,-0.56435823,0.2194294,1.0304432,-2.2784724,-0.3391028,-0.02841571,-2.199619,0.5153316,-1.1687677,2.239952,-0.7577644,-2.0127597,0.721805,-1.2223533,-0.9836451,-0.32898816,0.21249676,-0.31132618,-0.38894552,0.38381866,0.21655922,1.2537118,-1.5032521,-2.0991397,0.12312353,-1.0657398,-0.19928217,-1.7642378,-1.9525928,-0.6674192,-2.0877802,1.537327,-1.4183182,-0.72478604,-0.3651997
0.69811386,0.24237806,-0.5215671,0.89148486,0.7937592,1.7151101,0.48124543,-0.7688707,-1.9326601,1.6703687,1.7663034,-1.4828223,0.33606505,1.8201582,0.9615188,-0.5098407,0.11300777,0.27133822,1.0599048,0.9876808,-0.64461243,2.4913676,2.6374106,-2.3486795,1.9152796,-1.0584017,-2.0993698,0.9305811,1.2571084,-1.0673434,-0.52124006,1.9528228,-0.43324137,-0.21821856,-3.4952033,0.56358504,-1.9857022,1.7923118,-1.3581618,0.8106999,1.6278784,0.47135767,0.8835995,-0.06251979,-0.7406855,1.7486831,1.7552578,-0.9924214,-0.20748803,-0.71360433
0.86396766,1.1208947,-0.12359503,0.46408072,1.0393902,1.2170874,-0.57291526,-0.22810298,0.058568954,1.2897291,1.9948826,-1.4278122,-0.4899992,1.589117,-0.53351414,-0.90508664,0.18286051,0.9618963,0.33297288,1.1805044,-0.034763604,-3.748177,1.1206894,-0.5262476,2.0372696,-0.9357343,-1.21108,0.08965337,0.87861115,-1.3706669,-1.0370455,0.2509995,-0.13297819,-0.04766643,-2.413697,0.23827109,0.32418448,-0.31153733,-1.2276398,0.5269252,-0.04269489,-0.30720273,1.1561192,-1.537616,-0.91498864,1.0613142,0.21840155,-1.010288,0.04254496,-0.53308254
0.98092115,-0.12783909,-0.7650182,1.0205979,0.7631644,2.6735222,-1.2300396,0.7029972,-2.6074088,2.234482,1.6151716,-1.429438,0.04632187,1.7115622,1.8859413,-0.5701593,0.3268543,0.99761176,2.9826093,0.43809286,-0.33131868,-2.48462,0.5379136,-2.7484334,2.060343,-1.0924199,-1.28603,1.0137205,2.156142,-0.9260176,0.0070459247,1.5653794,-0.3518764,-0.44778985,-5.176251,0.21735138,1.0030339,1.5564638,-0.931685,0.084279045,-1.8149625,-0.100761525,-0.3150876,-0.21149504,-0.7690954,0.16139495,0.83436537,-0.78771675,-0.22175187,-0.7316259
1.0962591,2.1890068,-0.17234015,0.38846973,0.9957005,1.3771936,-0.87005574,-1.3089852,-3.5359254,2.1056082,1.7308093,-1.5251017,-2.0783308,1.6030536,1.6871161,-0.27822605,0.38730487,1.1366,0.41769573,1.2245123,-0.26751631,-0.46336275,-0.832196,-0.2741063,1.5031166,-0.81402326,-1.6543558,1.5592744,-2.755796,-0.89473873,-0.025051653,5.1872964,-0.10578911,-0.50049746,1.2850418,0.2230244,-0.1677832,1.3402187,-1.8417997,0.43359548,1.5992209,-0.046830498,-0.624144,-1.5026333,-0.621161,0.71169895,1.8688836,-1.6578324,-0.5556514,-0.23762566
0.4913397,0.6516093,-0.264447,0.8068011,1.1196431,2.4864802,-0.73351556,0.17338032,-2.5829663,2.3895106,1.8032377,-1.4251059,-1.5159266,1.5826522,1.4165393,-0.33635086,0.3794328,1.0943315,2.5581758,1.0435104,-1.2884927,-3.9199457,2.2758765,1.1268506,1.5896249,-0.66018474,-1.6241556,1.6454529,-0.935173,-0.8436254,-0.32813242,-2.8463945,-0.07434063,-0.27039483,6.219608,0.14943978,0.06660384,0.40073037,-0.08001518,0.6461185,-1.6476892,-0.042338394,-0.066437125,-2.118194,-0.92472,-0.9135244,1.6342713,-1.4729621,-0.5351614,-1.0525074
0.7836189,1.2950196,-1.0460224,0.5151562,0.96433055,1.6754512,-1.1166505,1.000894,-0.6295625,2.4557173,1.8453832,-1.3173995,-0.7303561,1.7180471,-0.82774377,-0.7915278,0.13485587,0.31168276,2.9011748,0.7053927,-1.0096757,-3.1026013,-1.2437598,-2.8413217,1.483887,-0.93614984,-2.1034412,-0.91416824,-3.56592,-1.0744181,-0.7540099,3.795341,-0.3092202,-0.1990284,6.847511,0.2503721,-0.13176244,-2.7771215,-2.765716,0.034922823,0.6203983,0.03600812,-0.1918266,-2.2735062,-0.5679437,0.56453156,-0.16866648,-1.2999076,-0.1874516,0.03053686
0.7241775,1.691519,-1.2153226,0.7747551,0.8590381,1.2478964,0.17713204,0.682837,0.11150122,1.9171579,1.7764804,-1.7305758,1.1777837,1.6935238,0.36062592,-0.51320857,0.3428868,1.396785,1.6806225,-0.10489923,-0.8947747,-6.5156565,1.9563229,0.727696,1.1099665,-0.86624235,-3.1433296,-0.038120985,-1.925895,-1.3154787,-1.0543768,4.751136,-0.22817208,-0.34984893,-4.576663,0.31527624,-0.6483362,-2.9124386,-1.0477357,0.2773883,3.1765409,-0.58575225,-0.85268044,-2.5362344,-0.79295105,0.4167157,1.8048167,-1.5959485,-0.24391964,-0.16564965
0.7392312,0.5503166,-0.5052709,1.1338576,0.6915722,1.9822047,-1.0355372,-0.42070416,-2.431054,2.2989106,1.7303163,-1.28033,-0.8679639,1.7654918,0.46494162,-0.8479185,0.25987595,0.5555831,2.536552,0.9193673,-0.089681804,-0.061362453,1.4417969,1.1691849,1.7015263,-0.6107849,-2.0505428,4.1823215,1.2271732,-0.717512,-1.3401619,-0.7214546,-0.2598517,-0.1799636,0.7594427,0.403167,-0.64877653,0.05234158,-0.914346,-0.008363441,-3.869661,0.14024608,-0.7370083,-1.5314417,-0.78395724,-0.8340625,1.1181496,-1.48476,-0.51322144,-0.6451442
0.893656,1.1589158,-0.94150865,0.7383724,1.1320012,2.3500285,-0.55239666,0.39569378,-1.8591244,2.1095672,1.5968121,-1.4492624,-1.49266,1.7570335,0.88391334,-0.570746,0.17453048,1.3465796,-0.55108166,0.45755273,0.27941495,-0.4346841,3.224895,-0.8770454,1.6512558,-0.9176145,-1.5045586,0.83983517,-0.59390706,-1.1425977,-0.19640422,-0.6526309,-0.23814777,-0.428505,1.4495493,-0.068366826,0.20231517,-1.1778438,-1.2818677,0.6858678,-0.29242077,-0.22496396,0.5294006,-2.2826848,-0.70746416,-1.3369169,1.6059119,-1.814071,-0.6745714,-0.2553496
1.0112108,0.42706323,-0.92464465,0.04520911,0.90216225,1.7598081,-0.74112785,-0.02828905,0.36137605,1.6188122,1.9604291,-1.4177006,-0.1580337,1.6915063,0.28800714,-0.43908346,0.22606336,0.49295244,2.1283407,0.53834724,-0.09230533,2.9220295,1.842978,0.67658395,1.4860306,-0.61167943,-1.0721581,2.7342746,0.1992518,-1.1134275,-1.1468223,0.6681147,-0.23340431,-0.41277325,2.7192984,0.22732607,-0.35997373,-1.6792445,-0.8403132,0.18737504,-3.9961114,0.4183279,-0.004386507,-1.0266039,-0.8184421,-1.6241312,0.3908348,-1.4930079,-0.34465694,-0.5019162
0.77323806,2.5282683,0.13523203,-0.06677118,1.0852637,1.5027475,-0.34682056,-2.0529048,-3.9134393,1.9729073,1.6728911,-1.4356703,-0.05944097,2.0150588,0.8149052,-0.6372121,0.29603678,0.36307168,2.2572203,0.43428108,0.43839973,-7.548032,2.1216478,-0.22356772,1.1688716,-0.8200105,-1.6627187,0.27265942,-0.5497136,-0.66867316,-0.616221,-2.1982093,0.0023002177,-0.14550583,-2.2622364,0.20568846,-1.4827967,-0.45200515,-1.7112406,-0.13521886,-1.8251798,-0.117471434,0.15436155,-1.8881668,-0.8159187,-1.505386,1.3518032,-1.2031242,-0.475322,-0.26319364
0.81601024,1.6056982,-1.4734491,0.4779342,1.1021777,1.3245168,-0.30195343,0.16833848,-2.3027878,1.7222149,1.7129906,-1.4869828,-0.42475143,2.0146625,0.02120328,-0.7453255,0.30795333,0.6452919,0.7595972,0.71302783,-1.6008344,-4.2858524,-0.9833679,-0.4894886,1.3240032,-0.9702872,-1.5814018,1.0155883,1.3041377,-1.2010309,-0.79743,2.6231,-0.18854143,-0.02486679,6.1015873,0.7184347,-0.45667207,-2.519937,-1.499315,0.008768573,-0.08895787,-0.78275865,-0.10259086,-1.0171025,-0.7612399,0.25524372,0.95940006,-0.74958134,-0.1960112,0.09711933
0.8896323,0.6985032,-0.68513125,0.14348018,1.1356058,2.1574922,-0.28001592,0.21744248,-4.0167522,1.5045977,1.8878553,-1.513803,-0.88162994,1.8867745,1.1866184,-0.56251293,0.4092276,0.90270185,0.004115671,0.68073946,-0.6369884,-1.0097299,2.1651704,2.0906413,1.4959736,-0.72284544,-1.6938541,3.2094274,-0.6640835,-1.2805585,0.08350772,4.5970254,-0.11707464,-0.48275733,0.1063917,0.38042763,-1.3199953,-1.2509782,-0.357161,0.2416862,-1.7814595,0.5633825,2.3513207,-0.40494537,-0.7834357,-0.069080435,0.8503208,-1.2445571,-0.2537855,-0.37096953
1.0561413,0.64273244,-1.0553112,0.27130556,0.71298933,1.7905765,-0.036896914,0.49329007,0.274647,2.0184324,1.8489271,-1.3711334,0.5192303,1.8102459,0.5459021,-0.3684308,0.34434816,0.4988841,-0.47172582,-0.3892488,-0.7467686,-2.3373475,1.365556,-2.5839076,1.3382981,-0.81578857,-1.7388368,1.8356792,0.5504068,-1.316459,-0.7089577,-0.03890872,-0.23745625,-0.58799356,-7.1949353,0.1285476,-0.47152895,-1.2867239,-1.3175921,0.24499214,2.1519084,0.5148276,-1.7616149,-1.7995269,-1.0172372,-0.8378883,0.7970096,-1.284714,-0.15579951,-0.022181809
